연도,시군구명,법정동명,법정동,법정동코드,0_3m_최다지층_경암층,0_3m_최다지층_기타,0_3m_최다지층_매립토층,0_3m_최다지층_붕적토층,0_3m_최다지층_전답토층,0_3m_최다지층_퇴적토층,0_3m_최다지층_풍화암층,0_3m_최다지층_풍화토층,3_10m_최다지층_기타,3_10m_최다지층_매립토층,3_10m_최다지층_붕적토층,3_10m_최다지층_연암층,3_10m_최다지층_퇴적토층,3_10m_최다지층_풍화암층,3_10m_최다지층_풍화토층,10_20m_최다지층_경암층,10_20m_최다지층_연암층,10_20m_최다지층_퇴적토층,10_20m_최다지층_풍화암층,10_20m_최다지층_풍화토층,20_30m_최다지층_경암층,20_30m_최다지층_연암층,20_30m_최다지층_풍화암층,20_30m_최다지층_풍화토층,30m이하_최다지층_경암층,30m이하_최다지층_연암층,30m이하_최다지층_풍화암층,30m이하_최다지층_풍화토층,전체_우세지층_경암층,전체_우세지층_기타,전체_우세지층_매립토층,전체_우세지층_붕적토층,전체_우세지층_연암층,전체_우세지층_전답토층,전체_우세지층_퇴적토층,전체_우세지층_풍화암층,전체_우세지층_풍화토층,평균 침수심,평균 침수면적,평균 침수위,평균 침수시간,침수여부,공사횟수,평균굴착용적,평균굴착면적,평균최대굴착깊이,시설용량,처리구역면적_합류식,처리구역면적_분류식,하수관로_총시설연장,하수관로_지선합류식,하수관로_지선분류식,용량_대_면적,지선_합류_대_분류,지하철역_개수,싱크홀 발생 여부
2018,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2019,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,26.1,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2020,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,26.1,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2021,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,26.1,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2022,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,121.0,47.88,1.0,1,0,,,,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,0,0
2023,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,11.42,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2024,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,5,7.0,0.0,13.858,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2025,동대문구,이문동,동대문구_이문동,1123011000,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,5,7.0,0.0,13.858,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2018,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2019,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2020,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4,495.4,13.08,330.0,1,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2021,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,8,0.0,0.0,16.77875,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2022,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1,97.0,12.25,1.0,1,8,0.0,0.0,19.24,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,1,1
2023,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1,20.0,13.32,,1,8,0.0,0.0,18.74375,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2024,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,5,0.0,0.0,22.554,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2025,동대문구,장안동,동대문구_장안동,1123010600,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,3,0.0,0.0,24.57333333333333,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2018,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2019,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2020,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,335.0,23.25,342.0,1,4,0.0,0.0,20.5825,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2021,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,6,0.0,0.0,20.613333333333333,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2022,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,100.5,19.39,1.0,1,7,0.0,0.0,20.397142857142857,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,1,0
2023,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,5,0.0,0.0,22.532,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2024,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,3,0.0,0.0,25.4,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2025,동대문구,전농동,동대문구_전농동,1123010400,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,3,0.0,0.0,23.89,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2018,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2019,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2020,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2021,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,12.16,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,1,0
2022,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,54.0,14.47,1.0,1,1,0.0,0.0,12.16,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,1,0
2023,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,12.16,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2024,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2025,동대문구,제기동,동대문구_제기동,1123010300,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,1,0
2018,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2019,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,39.69,0.0,14.13,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2020,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,19.845,0.0,23.875,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2021,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,19.845,0.0,23.875,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2022,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,33.62,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,0,0
2023,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,33.62,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2024,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,18.12,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2025,동대문구,청량리동,동대문구_청량리동,1123010700,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,3,0.0,0.0,17.113333333333333,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
2018,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2019,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2020,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2021,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,407879.904,387630.994,6368.15,116911.76470588236,0.983837147625884,0,0
2022,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,122.5,29.67,1.0,1,0,,,,1590000.0,11.7,1.9,404801.63,385103.37,5817.49,116911.76470588236,0.985118496874278,0,0
2023,동대문구,회기동,동대문구_회기동,1123010800,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,1590000.0,11.7,1.9,404995.01,384250.11,6864.14,116911.76470588236,0.9824497828959184,0,0
