연도,시군구명,법정동명,법정동,법정동코드,0_3m_최다지층_경암층,0_3m_최다지층_기타,0_3m_최다지층_매립토층,0_3m_최다지층_붕적토층,0_3m_최다지층_전답토층,0_3m_최다지층_퇴적토층,0_3m_최다지층_풍화암층,0_3m_최다지층_풍화토층,3_10m_최다지층_기타,3_10m_최다지층_매립토층,3_10m_최다지층_붕적토층,3_10m_최다지층_연암층,3_10m_최다지층_퇴적토층,3_10m_최다지층_풍화암층,3_10m_최다지층_풍화토층,10_20m_최다지층_경암층,10_20m_최다지층_연암층,10_20m_최다지층_퇴적토층,10_20m_최다지층_풍화암층,10_20m_최다지층_풍화토층,20_30m_최다지층_경암층,20_30m_최다지층_연암층,20_30m_최다지층_풍화암층,20_30m_최다지층_풍화토층,30m이하_최다지층_경암층,30m이하_최다지층_연암층,30m이하_최다지층_풍화암층,30m이하_최다지층_풍화토층,전체_우세지층_경암층,전체_우세지층_기타,전체_우세지층_매립토층,전체_우세지층_붕적토층,전체_우세지층_연암층,전체_우세지층_전답토층,전체_우세지층_퇴적토층,전체_우세지층_풍화암층,전체_우세지층_풍화토층,평균 침수심,평균 침수면적,평균 침수위,평균 침수시간,침수여부,공사횟수,평균굴착용적,평균굴착면적,평균최대굴착깊이,시설용량,처리구역면적_합류식,처리구역면적_분류식,하수관로_총시설연장,하수관로_지선합류식,하수관로_지선분류식,용량_대_면적,지선_합류_대_분류,지하철역_개수,싱크홀 발생 여부
2021,용산구,동빙고동,용산구_동빙고동,1117013200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,동빙고동,용산구_동빙고동,1117013200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,238.17,47.86,8.0,1,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,동빙고동,용산구_동빙고동,1117013200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,동빙고동,용산구_동빙고동,1117013200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,동빙고동,용산구_동빙고동,1117013200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,39.68,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,1,0
2019,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,1,0
2020,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,1,0
2021,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,1,0
2022,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,1,0
2023,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,1,0
2024,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,1,0
2025,용산구,동자동,용산구_동자동,1117010700,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,1,0
2018,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,33.14,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,문배동,용산구_문배동,1117012200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,198.0,0.0,9.2,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,145.6,41.87,8.0,1,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,35.02,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,보광동,용산구_보광동,1117013600,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,35.02,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,산천동,용산구_산천동,1117011500,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,32.04,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,83.02,41.97,8.0,1,1,0.0,0.0,32.04,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,32.04,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,서계동,용산구_서계동,1117010800,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,21.66,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,3,0.0,0.0,22.26,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,105.2,22.86,8.0,1,3,0.0,0.0,22.26,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,2,0.0,0.0,22.91,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,2,0.0,0.0,22.91,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,서빙고동,용산구_서빙고동,1117013300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,2,0.0,0.0,31.295,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,18.7,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,1,0.0,0.0,18.7,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,신계동,용산구_신계동,1117012300,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1,185.05,26.01,8.0,1,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,신창동,용산구_신창동,1117011400,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
2023,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2024,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2025,용산구,용문동,용산구_용문동,1117012100,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,0,0,,,,860000.0,17.0,0.1,375865.41,340164.87,18056.35,50292.39766081871,0.9495944154285444,0,0
2018,용산구,용산동1가,용산구_용산동1가,1117010600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2019,용산구,용산동1가,용산구_용산동1가,1117010600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2020,용산구,용산동1가,용산구_용산동1가,1117010600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2021,용산구,용산동1가,용산구_용산동1가,1117010600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,860000.0,17.0,0.1,373330.877,337598.887,18087.81,50292.39766081871,0.9491467908342944,0,0
2022,용산구,용산동1가,용산구_용산동1가,1117010600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,0,0,,,,860000.0,17.0,0.1,372935.91,337237.15,18054.57,50292.39766081871,0.949183814359648,0,0
